title,description,thumbnail,author,publisher,publishing_year,num_pages,language,categories,link
One Piece All Faces 3 - 25th Anniversaries (Japanese Edition),"One Piece All Faces 3


ONE PIECEの全顔を、AIの機械学習で、網羅的に蒐集。

第二部 死者の館・第三部 頂上戦争編 巻四十六~巻六十 21744FACES

尾田栄一郎の25年をAIで解析する

「動くものはモブも波も雲もすべて自分の手で描く」というポリシーで描きあげたキャラクター総数は10万体以上。機械学習によって、すべての原稿からキャラクターの顔のみを抜き出した結果、他に類を見ない描き込みからONE PIECEの世界に暮らす人々の喜怒哀楽が見えてきた──",https://cdn1.fahasa.com/media/catalog/product/9/7/9784087925982.jpg,尾田 栄一郎,Kinokuniya Book Stores,2022,342,Tiếng Nhật,"Art, Anime Character",https://www.fahasa.com/one-piece-all-faces-3.html
カッコウの許嫁 13 - Kakkou no Iinazuke - A Couple of Cuckoos,"カッコウの許嫁 13 - Kakkou no Iinazuke - A Couple of Cuckoos


赤ちゃんの頃に取り違えられ、今は名門私立に通う高校 2年の海野凪。ある日、これから許嫁に会いにいくという超お嬢様女子高生・天野エリカと偶然出会い、彼氏のフリをしてくれと半ば強引に頼まれてしまう。だが、その時の二人は知る由もなかった。エリカは凪と取り違えられた子どもで、凪はエリカの許嫁相手だということを……。「取り違え子」から始まる人生交錯ラブコメ開幕！


一大イベント・目黒川学園高校文化祭開幕！！　凪とエリカは校内を二人で回るのが意外に新鮮！　後夜祭“M－１”への、緊張感も高まります。負けたら同居解消の危機！？ 二人が大舞台に用意した「爆弾」とは…！　文化祭を通して、“許嫁関係”急展開！！　宗一郎の思惑とは。そして、凪が導き出した答えとは！！？",https://cdn1.fahasa.com/media/catalog/product/9/7/9784065284315.jpg,吉河美希,Kinokuniya Book Stores,2022,200,Tiếng Nhật,Manga Books,https://www.fahasa.com/13-kakkou-no-iinazuke-a-couple-of-cuckoos.html
One Piece All Faces 1 - 25th Anniversaries (Japanese Edition),"One Piece All Faces 1


ONE PIECEの全顔を、AIの機械学習で、網羅的に蒐集。

第一部 東の海・砂の国編 巻一~巻二十三 24908FACES

尾田栄一郎の25年をAIで解析する

「動くものはモブも波も雲もすべて自分の手で描く」というポリシーで描きあげたキャラクター総数は10万体以上。機械学習によって、すべての原稿からキャラクターの顔のみを抜き出した結果、他に類を見ない描き込みからONE PIECEの世界に暮らす人々の喜怒哀楽が見えてきた──。",https://cdn1.fahasa.com/media/catalog/product/9/7/9784087925968.jpg,尾田 栄一郎,Kinokuniya Book Stores,2022,398,Tiếng Nhật,"Art, Anime Character",https://www.fahasa.com/one-piece-all-faces-1.html
SNOOPY What A Wonderful Season! (大人のためのヒーリングスクラッチアート),"SNOOPY What A Wonderful Season! (大人のためのヒーリングスクラッチアート)


★大好評のSNOOPYのスクラッチアートに第3弾が登場!

チャーリーブラウン、ルーシーなどおなじみのPEANUTSの仲間たちとスヌーピーの世界が、かわいく、緻密なイラストで繰り広げられています。


テーマは、What a Wonderful Season!

スヌーピーとPEANUTSの仲間たちが、花、イースター、サーフィン、ハロウィン、クリスマス、雪などの美しい四季や季節のイベントを楽しんでいるイラストが大集合!

線で削っても、面で削っても、削り方は、あなた次第で、無限大です。

今回はスクラッチ初心者からスクラッチファンまで多くの方に楽しんでもらえるよう、バラエティに富んだ素敵な絵柄を集めました。


★シートは全6枚。(うち2枚は、キラキラのホログラムシート)

サイズは、270ミリ×210ミリ。A4サイズなので、削った作品を額に入れて飾れます!

付属の竹串使用オリジナルスクラッチペンは、かわいいピンク色。

竹串やつまようじをセットして繰り返し使うことができるので、ペン先がつぶれても、取り替えることが可能です。",https://cdn1.fahasa.com/media/catalog/product/9/7/9784057507156.jpg,チャールズ・M.・シュルツ,Kinokuniya Book Stores,2019,6,Tiếng Nhật,Children's Books,https://www.fahasa.com/snoopy-what-a-wonderful-season.html
忍たま乱太郎 なぞり絵の段 - Shinobu Tama Ran Tarou Nazorie No Dan Shinobu Tamaran Tarou,"忍たま乱太郎 なぞり絵の段 - Shinobu Tama Ran Tarou Nazorie No Dan Shinobu Tamaran Tarou


『忍たま乱太郎』最新絵柄&名場面171点収録!


「なぞり描き」のススメ


大好きなキャラクターを描きたい!

でも、うまく描けないっていうあなたに・・・。

線をなぞるだけで、とっても簡単に描ける

「なぞり描き」に挑戦してみませんか。


上手になぞれたら、好きな画材で

カゲをつけてみたり

色を塗ってみたり


あなただけのアレンジで

キャラクターたちを

素敵に彩ってあげてください。",https://cdn1.fahasa.com/media/catalog/product/9/7/9784768308455.jpg,,Kinokuniya Book Stores,2017,96,Tiếng Nhật,"Art, Anime Character",https://www.fahasa.com/shinobu-tama-ran-tarou-nazorie-no-dan-shinobu-tamaran-tarou.html
地獄先生ぬ~べ~S 1 - Jigoku Sensei Nube S 1,"地獄先生ぬ~べ~S 1 - Jigoku Sensei Nube S 1


妖怪、霊、怪奇現象が多発する童守町で、小学校教師を務める「ぬ~べ~」こと鵺野鳴介。普段はドジで貧乏でモテないお調子者だが、愛する生徒たちがひとたびピンチになれば、無敵の武器「鬼の手」で命を懸けて戦う!

最強の霊能力教師、見参!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784088817781.jpg,"岡野 剛, 真倉 翔",Kinokuniya Book Stores,2019,176,Tiếng Nhật,Manga Books,https://www.fahasa.com/s-1-jigoku-sensei-nube-s-1.html
新完全マスター単語 日本語能力試験 N1 重要 2200 語 - Shin Kanzen Masuta Tango Nihongo Nouryoku Shiken N1 Juuyou 2200 Go,"新完全マスター単語 日本語能力試験 N1 重要 2200 語 - Shin Kanzen Masuta Tango Nihongo Nouryoku Shiken N1 Juuyou 2200 Go - JLPT Work Book - Luyện Thi Năng Lực Tiếng Nhật Tổng Hợp Từ Vựng


様々な分野の言葉を幅広く身につける必要がある、上級の学習者のための単語帳です。


上級に必要な2200語を品詞やカテゴリごと(「社会」「経済・産業」「身体・健康」など)に配列し、よく使われる複合語、派生語などの関連語もあわせて確認できる一冊です。

約200語ごとに読み物のページがあり、学習した単語が文章の中でどのくらい理解できるかを確かめられます。


見出し語と読み物の音声が無料で聞けるアプリも配信。


単語、例文、文章の訳が隠せる赤シート付

英語、中国語、ベトナム語訳付


参考語 : 638語

接辞・助数詞: 18語",https://cdn1.fahasa.com/media/catalog/product/9/7/9784883198054.jpg,石井 怜子,Kinokuniya Book Stores,2020,374,Tiếng Nhật,Learning Japanese Books,https://www.fahasa.com/n1-2200-shin-kanzen-masuta-tango-nihongo-nouryoku-shiken-n1-juuyou-2200-go.html
可愛いだけじゃない式守さん 14 - Kawaii Dake Janai Shikimori-San,"可愛いだけじゃない式守さん 14 - Kawaii Dake Janai Shikimori-San


不幸体質な和泉くんの彼女は、同じ高校の同級生・式守さん。とっても可愛くて、優しくて、和泉くんといるときはいつも嬉しそう。


3年生になり、風紀委員になった式守さん。生徒の服装チェックを頑張っていたけど、新入生の隼瀬さんが言うことを聞いてくれない!? 何やら秘密を抱えていそうな隼瀬さんを式守さんは説得することができるのか! そして、「イケメン彼女」の意外な過去が明らかに!!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784065283837.jpg,真木 蛍五,Kinokuniya Book Stores,2022,144,Tiếng Nhật,Manga Books,https://www.fahasa.com/14-kawaii-dake-janai-shikimori-san.html
僕のヒーローアカデミア 35 - My Hero Academia 35,"僕のヒーローアカデミア 35 - My Hero Academia 35


綺麗事ばかりが蔓延る超人社会の中で、黙認され、爪弾きされた俺たち歪みの思いの一つ一つが暴発した結果が、この惨状だろ? だからさ、全てを焼き尽くして笑おうぜ!

それが“荼毘”が生きている意味だ!!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784088831619.jpg,堀越 耕平,Kinokuniya Book Stores,2022,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/35-my-hero-academia-35.html
るるぶ エヴァンゲリオン - Rurubu Evangelion,"るるぶ エヴァンゲリオン - Rurubu Evangelion


【特別付録】るるぶオリジナル! 書き下ろしポスター&ステッカー


1995年放送のテレビシリーズ「新世紀エヴァンゲリオン」の放送を皮切りに、2021年3月に劇場公開され、大きな話題を呼んだ「シン・エヴァンゲリオン劇場版」まで、日本のアニメ界を牽引し続ける人気作品「エヴァンゲリオン」と観光ガイドブックの「るるぶ」のコラボ本が登場


◎エヴァ大好き芸人・椿鬼奴 が行く! カヲルと妄想旅行 in 箱根

エヴァのファンとして知られる 椿鬼奴 さんとるるぶ編集部が カヲル との妄想旅行プランを計画。

ファンならではの目線で「一緒にこんな場所に行ってみたい! 」という妄想を叶える旅行プランを作りました!


◎レイ・アスカ・マリと行く妄想旅行

レイ×浜松、アスカ×箱根、マリ×山口 で行きたいプランを妄想しちゃいました!

エヴァならではの小ネタやキャラクターごとの特徴も盛り込んだ妄想旅行、ぜひあなたも計画してみて。


◎作中世界をるるぶ目線で観光案内!

第3村、第3新東京市、宇部新川駅 を「るるぶ」ならではの目線で紹介します。

映画のシーンカットとともに作品を振り返ることができます!


◎天竜二俣駅を深堀り

第3村 のモデル地の一つである 天竜二俣駅 を特集。

観光地としての 浜松 の魅力もお伝えします。


◎箱根 モデル地探訪

エヴァンゲリオンのモデル地として知られる 箱根 を詳しくご紹介。

定番の観光スポットはもちろん、エヴァファンなら外せないスポットも!


◎宇部新川駅を徹底解説!

庵野秀明監督 の出身地でもある 宇部 には、エヴァゆかりのスポットのほかにも魅力がたくさん!

思わず写真を撮りたくなる絶景や、ファンおなじみのグルメをご紹介します。


◎「るるぶ」ならではのコラムも充実!

・「JTB時刻表」の元名物編集長によるエヴァの鉄道コラム

・エヴァ×ご当地コラボ

・旅行に持っていきたいエヴァセット

など",https://cdn1.fahasa.com/media/catalog/product/9/7/9784533150289.jpg,JTBパブリッシング 旅行ガイドブック 編集部,Kinokuniya Book Stores,2022,80,Tiếng Nhật,Culture & Travel,https://www.fahasa.com/rurubu-evangelion.html
桃源暗鬼 10 - Tougen Anki 10,"桃源暗鬼 10 - Togen Anki 10


無陀野から四季たち生徒に課された修業は吹雪の中の羅刹学園の裏山を24時間以内に登り全員で頂上を目指すというもの。


登頂を邪魔する刺客として送りこまれた講師・猫咲波久礼と印南幽のクセが強い!!


トラブル続きの雪山で前途多難の生徒たち。


全員で無事に山頂にゴールできるのか!?",https://cdn1.fahasa.com/media/catalog/product/9/7/9784253280105.jpg,漆原侑来,Kinokuniya Book Stores,2022,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/10-togen-anki-10.html
ズパゲッティとジュートで編むデイリーバッグと小物 - Zupagetti To Juuto De Amu Deiribatu,"ズパゲッティとジュートで編むデイリーバッグと小物 - Zupagetti To Juuto De Amu Deiribatu


ズパゲッティとジュート(麻糸)などを

組み合わせたおしゃれなデザイン!


ズパゲッティの生みの親であるHoooked社の公式ブック。

本書ではズパゲッティに加え、新しく日本に上陸する麻糸の「フックドゥ ナチュラルジュート」や、

変わり糸の「フックドゥ エコ バルバンテ」を加えて、ありきたりでないスタイリッシュな作品をご紹介。

流行のネット編みのバッグや、手持ちのバッグに組み合わせて使えるハンドル&ストラップの提案も。

人と違うおしゃれを楽しみたい方に、ぜひおすすめです!


【作品例】

■バッグ

アラン模様の巾着ショルダーバッグ、ネット編みのバイカラーバッグ、

バケツ型のファー巾着、タッセルつきバニティバッグ、

■小物

リーフモチーフのラリエット、つけ替えハンドル&ストラップ、ミニバグキーホルダー、

ポンポンイヤリング、フリンジピアス",https://cdn1.fahasa.com/media/catalog/product/9/7/9784391641011.jpg,主婦と生活社,Kinokuniya Book Stores,2018,72,Tiếng Nhật,"Health, Family & Lifestyle",https://www.fahasa.com/zupagetti-to-juuto-de-amu-deiribatu.html
